dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,baseline_after_params,baseline_rank_gap,baseline_rendered,probe_mode,probe_max_passes,probe_inner_limit,probe_match_limit,probe_ban_length,probe_scheduler,probe_status,probe_runtime_ms,probe_peak_rss_mb,probe_passes,probe_total_size,probe_after_params,probe_rank_gap,probe_after_nodes,probe_rendered,probe_error,param_delta,rank_gap_delta,improved,reached_rank
kotanchek,206,SRjl,27,original,PySR,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * ((x1 * x1 / 0.5695620761153319 - (x1 + x0) * x1 * -2.6270807618049434) * (x1 - 0.21002997412236857 + (exp(x1) + -1.2305420553970035) * -0.048636102379870004) - x0 + 0.5590230865341662 - -0.42694354206571955 + x0),9.0,45.0,6.0,7.0,1.0,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * (0.9859666285998858 + (x1 * -0.08539210108859419 * (x1 + 1.4962855728162714 * (x1 + x0)) * (3.0878544411384157 + exp(x1) + x1 / -0.048636102379870004) - x0) + x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,15115.669376013102,361.75,3.0,267.0,7.0,1.0,39.0,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * (0.9859666285998858 + (x1 * -0.08539210108859419 * (x1 + 1.4962855728162714 * (x1 + x0)) * (3.0878544411384157 + exp(x1) + x1 / -0.048636102379870004) - x0) + x0),na,0.0,0.0,False,False
kotanchek,185,SRjl,6,sympy,PySR,(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 - 0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (-1.0 * x1 ** 2.0 + exp(x1) + 2.520393468540772)),9.0,53.0,7.0,9.0,2.0,(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 + -0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (exp(x1) - x1 ** 2.0 + 2.520393468540772)),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,343.828125,na,na,na,na,na,na,timeout,na,na,False,False
pagie,37,EPLEX,8,sympy,EPLEX,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) - 1.0) ** 2.0 - 0.557375869540689) ** 2.0 + exp(log(abs(x0)) - 0.335544732704243 * exp(exp(log(abs(log(abs(x0))))))) + 9e-06,9.0,57.0,8.0,9.0,1.0,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) + -1.0) ** 2.0 + -0.557375869540689) ** 2.0 + exp(log(abs(x0)) + -0.335544732704243 * exp(abs(log(abs(x0))))) + 9e-06,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,72.83566598198377,111.765625,2.0,164.0,9.0,1.0,55.0,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) + -1.0) ** 2.0 + -0.557375869540689) ** 2.0 + exp(log(abs(x0)) + -0.335544732704243 * exp(abs(log(abs(x0))))) + 9e-06,na,0.0,0.0,False,False
kotanchek,33,EPLEX,4,original,EPLEX,(0.002 + (0.192 * (-1.412 + log(abs(x0 * 0.268 - exp(-1.569))))) ** 2.0) * (x1 * (-0.008 + log(abs(x1 * 0.384 - exp(exp(-0.001))))) * 0.4 + 0.096),10.0,31.0,7.0,8.0,1.0,(0.002 + (0.192 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367595)))) ** 2.0) * (x1 * (-0.9651127263944101 + log(abs(x1 + -7.071787142314785))) * 0.4 + 0.096),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,57.253583014244214,111.390625,2.0,70.0,8.0,1.0,27.0,(0.002 + (0.192 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367595)))) ** 2.0) * (x1 * (-0.9651127263944101 + log(abs(x1 + -7.071787142314785))) * 0.4 + 0.096),na,0.0,0.0,False,False
kotanchek,33,EPLEX,4,sympy,EPLEX,(0.4 * x1 * (log(abs(0.384 * x1 - 2.71556626264888)) - 0.008) + 0.096) * (0.073497378816 * (0.708215297450425 * log(abs(0.268 * x0 - 0.208253331596652)) - 1.0) ** 2.0 + 0.002),10.0,33.0,7.0,8.0,1.0,0.029398951526400003 * ((-0.9651127263944101 + log(abs(x1 + -7.0717871423147916))) * x1 + 0.24) * ((0.708215297450425 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367612)))) ** 2.0 + 0.02721185479290331),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,60.07812498137355,111.875,2.0,55.0,8.0,1.0,27.0,0.029398951526400003 * ((-0.9651127263944101 + log(abs(x1 + -7.0717871423147916))) * x1 + 0.24) * ((0.708215297450425 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367612)))) ** 2.0 + 0.02721185479290331),na,0.0,0.0,False,False
kotanchek,98,GOMEA,9,sympy,GP-GOMEA,(0.010811 * (x1 + 4.18) * (x1 + 7.097) - 0.010811 * exp(x1) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),10.0,38.0,6.0,9.0,3.0,(-0.010811 * (exp(x1) - (x1 - -7.097) * (x1 - -4.18)) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,32218.590624979697,1345.578125,2.0,12719.0,9.0,3.0,34.0,(-0.010811 * (exp(x1) - (x1 - -7.097) * (x1 - -4.18)) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),na,0.0,0.0,False,False
kotanchek,163,SBP,14,sympy,SBP,((0.009239 * x0 - 0.018478 * x1 * (x0 - 9.621) + (0.009239 * x0 - 0.042748853) * exp(x0) - 0.009239 * exp(x1) + 0.208799) * exp(17.386 * x0) - 0.009239) * exp(-17.386 * x0),10.0,41.0,5.0,6.0,1.0,-0.009239 * (exp(17.386 * x0) * (exp(x1) - exp(x0) * (x0 - 4.627) - 22.5997402316268 - (x0 - 2.0 * ((x0 - 9.621) * x1))) - -1.0) * exp(-17.386 * x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,25803.778250003234,951.515625,2.0,302.0,6.0,1.0,35.0,-0.009239 * (exp(17.386 * x0) * (exp(x1) - exp(x0) * (x0 - 4.627) - 22.5997402316268 - (x0 - 2.0 * ((x0 - 9.621) * x1))) - -1.0) * exp(-17.386 * x0),na,0.0,0.0,False,False
kotanchek,58,EPLEX,29,sympy,EPLEX,(0.93784259540159 - 0.761854261089838 * exp(x1 * (0.158 * x0 - 0.158 * x1 * (x0 - 0.0446708 * x1 * (x1 * (x0 + 0.792) - 0.087)) - 0.391))) * exp(-1.0 * (x0 - 0.996) * (x0 - 0.896393)),10.0,41.0,8.0,9.0,1.0,-0.761854261089838 * (exp(x1 * (0.158 * (x0 - (x0 + -0.0446708 * ((x1 * (x0 + 0.792) + -0.087) * x1)) * x1 + -2.4746835443037973))) + -1.2309999999999992) * exp((0.996 - x0) * (x0 + -0.896393)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,81374.30029199459,1434.28125,3.0,176.0,9.0,1.0,37.0,-0.761854261089838 * (exp(x1 * (0.158 * (x0 - (x0 + -0.0446708 * ((x1 * (x0 + 0.792) + -0.087) * x1)) * x1 + -2.4746835443037973))) + -1.2309999999999992) * exp((0.996 - x0) * (x0 + -0.896393)),na,0.0,0.0,False,False
pagie,184,SRjl,5,original,PySR,(1.2970116211177067 - exp(0.09432994685391581 - x1 * (x0 * x0) * 0.7382751656820474 / x1) + (log(x0 * x0 * (x1 * x1)) + 0.7382751656820474) * -0.0021496742064029224 / 0.4593468932730417 - exp(0.07743331735052479 - x1 * x1 / 1.2970116211177067) + 0.7157260145245514) / 0.9972373150183798,10.0,42.0,6.0,7.0,1.0,(-276.40988846064414 + log(x0 * x0 * (x1 * x1)) + exp(-0.7382751656820474 * (x0 * x0)) * 234.8200160343343 - -230.885681324045 / exp(x1 * (x1 * 0.7710031149437541)) + -152.93783598802997) * -0.00469281400027855,long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,609.5,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,192,SRjl,13,original,PySR,exp((x1 - 0.9749770010803096) / 0.3602520541304732 * ((x1 - 1.0905877212475377) * -0.10547334775316865)) * (x1 * x1 + exp(x1 * (x1 * -0.2764585325406506) / 0.15774000127710996)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544),10.0,44.0,7.0,8.0,1.0,(x0 + 0.34628722226816544) * 0.23056264826328124 * (exp((x0 * -0.2109466955063373 + -0.0476126178275958) * x0 * x0 + (x1 + -1.0905877212475377) * (x1 + -0.9749770010803096) * -0.2927765339402316) * (x1 * x1 + exp(x1 * x1 * -1.7526215944108032))),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,1272.0,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,52,EPLEX,23,sympy,EPLEX,0.500573919411628 * exp((x0 - (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288) * exp(0.161158250794792 * x0 ** 2.0)) / (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288)),10.0,47.0,5.0,6.0,1.0,0.500573919411628 * exp(x0 / (x0 ** 2.0 + 16.690580902185186 * (0.415609632833826 * x1 + -1.0) ** 2.0 + 0.8303002138542849) * 2.8829868536607117 - exp(0.161158250794792 * x0 ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,29068.27020799392,1070.90625,2.0,24486.0,6.0,1.0,29.0,0.500573919411628 * exp(x0 / (0.288 + 0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 + -1.0) ** 2.0) - exp(0.161158250794792 * x0 ** 2.0)),na,0.0,0.0,False,False
pagie,193,SRjl,14,sympy,PySR,(((0.16161018649279643 * exp(x1) - 0.5528662521412185) * exp(0.6345300936814577 * x1 * (1.0 - x1)) + 0.16161018649279643 * log(0.21718432114465394 * x0 ** 2.0 * x1 ** 2.0 + 0.1669947705470114) + 1.430613401554393) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),10.0,50.0,7.0,8.0,1.0,(0.16161018649279643 * (7.325238819452281 + log(x1 ** 2.0 * x0 ** 2.0 + 0.7689080393413198) + exp(0.6345300936814577 * x1 * (1.0 - x1)) * (exp(x1) - 3.420986412671839)) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,163946.86620897846,1561.71875,2.0,114.0,8.0,1.0,44.0,(0.16161018649279643 * (7.325238819452281 + log(x1 ** 2.0 * x0 ** 2.0 + 0.7689080393413198) + exp(0.6345300936814577 * x1 * (1.0 - x1)) * (exp(x1) - 3.420986412671839)) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),na,0.0,0.0,False,False
kotanchek,192,SRjl,13,sympy,PySR,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.10547334775316865 * x0 ** 2.0 * (2.0 * x0 + 0.451418475300699) - 1.7526215944108032 * x1 ** 2.0 - (0.10547334775316865 * x1 - 0.1150279379784773) * (2.775834276403121 * x1 - 2.706374578303446)),10.0,51.0,7.0,9.0,2.0,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.2109466955063373 * x0 ** 2.0 * (x0 + 0.2257092376503495) + -1.7526215944108032 * x1 ** 2.0 + -0.2927765339402316 * ((x1 + -1.0905877212475377) * (x1 + -0.9749770010803095))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,87882.67237500986,957.6875,2.0,270630.0,9.0,2.0,45.0,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.2109466955063373 * ((x0 + 0.2257092376503495) * x0 ** 2.0) + -1.7526215944108032 * x1 ** 2.0 + -0.2927765339402316 * ((x1 + -1.0905877212475377) * (x1 + -0.9749770010803095))),na,0.0,0.0,False,False
kotanchek,43,EPLEX,14,sympy,EPLEX,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765)),10.0,52.0,1.0,7.0,6.0,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(0.502459875 / (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765) + (x0 + log(abs(x1 + 0.71)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,56.93275001249276,110.328125,2.0,68.0,7.0,6.0,36.0,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(0.502459875 / (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765) + (x0 + log(abs(x1 + 0.71)))),na,0.0,0.0,False,False
kotanchek,188,SRjl,9,sympy,PySR,0.6385535784802048 * x1 ** 2.0 * (x0 + 0.4339810714841567) * (x1 * (1.050416445377896 * (x0 + x1) * exp(2.5453490974043493 * x1 ** 3.0) + 3.429039507965635) + 0.40562409423561496 * exp(2.5453490974043493 * x1 ** 3.0)) * exp(-0.5411409793785076 * x0 ** 2.0 - 2.5453490974043493 * x1 ** 3.0 - 1.5453490974043493 * x1),10.0,54.0,7.0,9.0,2.0,0.2590127168919437 * ((x0 + 0.4339810714841567) * x1 ** 2.0) * (exp(2.5453490974043493 * x1 ** 3.0) + x1 * 2.589630301319675 * (exp(2.5453490974043493 * x1 ** 3.0) * (x0 + x1) + 3.264457180820327)) * exp(-0.5411409793785076 * x0 ** 2.0 + -2.5453490974043493 * x1 ** 3.0 + -1.5453490974043493 * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,761.828125,na,na,na,na,na,na,timeout,na,na,False,False
pagie,47,EPLEX,18,original,EPLEX,exp(log(abs(0.256 * x1)) * 0.447 ** 2.0) / (exp(-1.0 * 0.916 ** 3.0) + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (exp(-1.0 * 1.01 ** 3.0) + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),10.0,59.0,9.0,10.0,1.0,exp(log(abs(0.256 * x1)) * 0.19980900000000001) / (0.4636731950126199 + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (0.3568995176449873 + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,80.73945800424553,107.890625,2.0,164.0,10.0,1.0,59.0,exp(log(abs(0.256 * x1)) * 0.19980900000000001) / (0.4636731950126199 + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (0.3568995176449873 + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),na,0.0,0.0,False,False
pagie,47,EPLEX,18,sympy,EPLEX,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0),10.0,67.0,9.0,10.0,1.0,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * (log(abs(0.146689 * x1 * log(abs(0.139 * x1)))) + -0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))) ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,45931.99987502885,809.53125,2.0,259802.0,10.0,1.0,62.0,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * (log(abs(0.146689 * x1 * log(abs(0.139 * x1)))) + -0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))) ** 2.0),na,0.0,0.0,False,False
pagie,52,EPLEX,23,original,EPLEX,log(abs(-1.0 * 0.426 ** 2.0 * log(abs(0.433)) - log(abs(log(abs(-0.601 * (-1.0 * 0.205 ** 3.0))) ** 2.0 * (x1 * (0.211 + ((x0 * (0.152 + 0.523)) ** 2.0 - -1.0 * 0.465 ** 2.0 * 0.128)) - (-0.608 + 0.559)))))),11.0,29.0,3.0,4.0,1.0,log(abs(-3.1696543872226113 - log(abs(x1 * (0.2386768 + (x0 * 0.675) ** 2.0) - -0.04899999999999993)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,51.86375099583529,111.8125,2.0,34.0,4.0,1.0,17.0,log(abs(-3.1696543872226113 - log(abs(x1 * (0.2386768 + (x0 * 0.675) ** 2.0) - -0.04899999999999993)))),na,0.0,0.0,False,False
pagie,30,EPLEX,1,original,EPLEX,log(abs(log(abs(exp(-0.95) * exp(1.068 / -1.306) / ((0.684 ** 3.0 / -0.404) ** 3.0 + (-0.084 + -1.077 * (x1 + exp(-1.751))) * (x1 - -1.0 * 0.422 ** 2.0)) / (-1.0 * 0.991 ** 3.0 + (exp(-0.98) - x0 ** 2.0)))))),11.0,29.0,4.0,6.0,2.0,log(abs(log(abs(-0.1585090541114496 / ((x1 + 0.178084) * (0.2515946853343707 + x1) + 0.46147174676957436) / (-0.9732422709999999 + (0.37531109885139957 - x0 ** 2.0)))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,52.3421679972671,111.78125,2.0,36.0,6.0,2.0,23.0,log(abs(log(abs(-0.1585090541114496 / ((x1 + 0.178084) * (0.2515946853343707 + x1) + 0.46147174676957436) / (-0.9732422709999999 + (0.37531109885139957 - x0 ** 2.0)))))),na,0.0,0.0,False,False
pagie,27,Bingo,27,original,Bingo,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (-1.0 * -0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),11.0,41.0,7.0,9.0,2.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1)))) ** (-1.0)) + x1 * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1))))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,42050.30883400468,1042.171875,2.0,219553.0,9.0,2.0,49.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1)))) ** (-1.0)) + x1 * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1))))))),na,0.0,0.0,False,False
kotanchek,198,SRjl,19,sympy,PySR,(0.0824717599335444 * x0 - 0.1402580296048392 * x1 * (0.1166605288237383 * x1 - 0.3889423006138937) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) + 0.11421930953845344 * x1) * exp(-0.6913395485992673 * (x0 - 0.348429581990042) * (1.410316792946743 * x0 - 2.0724889411426552)),11.0,43.0,8.0,9.0,1.0,(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,47814.64212501305,1131.984375,2.0,426.0,9.0,1.0,35.0,(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026))),na,0.0,0.0,False,False
kotanchek,202,SRjl,23,original,PySR,((1.105713298711151 - x1 + 3.0100099019404682) * ((x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243) * (x0 * 1.1655136057850133 + 0.41881611799109447) * 0.944500237323902 * x1) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 - -0.896001896740603),11.0,43.0,7.0,9.0,2.0,((1.105713298711151 - x1 + 3.0100099019404682) * (1.0921195682054032 * ((x0 + x0 * -0.6854124096751144 + x1 / 0.9920893091076243) * (x0 + 0.3593403937219656)) * x1) + x0 + exp(x0)) * (0.07860301003263778 / (exp(x0 * x0 * 0.6021125702327208) + 0.49198645829998267)),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,501.4375,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,198,SRjl,19,original,PySR,exp((x0 + -1.4695201471808026) * 1.410316792946743 * (x0 + -0.348429581990042) * -0.6913395485992673) * 0.11421930953845344 * ((x1 * -0.1166605288237383 + 0.3889423006138937) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) * 1.2279712613533134 + x0 * 0.7220474389733479 + x1),11.0,43.0,8.0,9.0,1.0,exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,72146.00091602188,905.6875,2.0,151108.0,9.0,1.0,39.0,exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1),na,0.0,0.0,False,False
kotanchek,205,SRjl,26,original,PySR,((x1 - (-1.1223483561279124 + 0.11938672268929733) + x1) * -0.013701828177151404 - -0.13444231576893154) * (x1 * (x1 - ((exp(x1 - 1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1) * -1.2819987053555328 + x1 - 0.13267669843578556) - -1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),11.0,43.0,7.0,9.0,2.0,0.006103870616635536 * ((-8.809036738656134 + (x1 + x1)) * (x1 * (0.2432934160400646 * exp(x1) + (x0 + x1) + x1 / -0.3474875232686879 + (x1 + x1) / -0.44547855495765853 + 0.2978295968666687) + -2.5459991733320257)) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,292826.77270800923,3162.25,3.0,305.0,9.0,2.0,41.0,0.0014850315333878351 * (-8.809036738656134 + (x1 + x1)) * (x1 * (exp(x1) + (x0 + x1) / 0.2432934160400646 + (x1 + x1) / -0.1083819994082404 + (1.2241580627797315 + x1 / -0.08454142656734052)) + -10.464726973592908) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),na,0.0,0.0,False,False
kotanchek,120,Operon,1,sympy,Operon,(1.0001556873321533 * (4.740077740995787 * x1 ** 2.0 - 39.54774475097656 * x1 + 83.59192657470703) * (0.0012082674617850116 * x1 ** 3.0 + 0.0003036445996258 * x1 + 0.0006379182450473) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),11.0,48.0,8.0,9.0,1.0,(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,17883.0389159848,656.484375,2.0,51300.0,9.0,1.0,42.0,(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),na,0.0,0.0,False,False
kotanchek,38,EPLEX,9,original,EPLEX,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - (0.098 - 0.184 / exp(exp(0.146 ** 3.0 - x0 - (exp(0.196 - x1) - exp(0.107))) - 0.178 - x0) + x0 / exp(x0 - 1.218 + (exp((exp(0.336) - x1) * x1) - 0.023)))))),11.0,49.0,7.0,9.0,2.0,(x1 + x0) * ((x1 + 0.335) * (0.3463303145240714 / exp(0.184 / exp(exp(0.0031121359999999993 - x0 - 1.2165269053343162 / exp(x1) + 1.1129342544793257) + -0.178 - x0) + (x1 + -3.4590708066102507 * x0 / exp(exp((1.3993390248109305 - x1) * x1) + x0))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,422.546875,na,na,na,na,na,na,timeout,na,na,False,False
